Numero d expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripcio dia setmana,Dia setmana,Descripcio tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripcio torn,Descripcio causa vianant,Numero de morts,Numero de lesionats lleus,Numero de lesionats greus,Numero de vehicles implicats,CoordenadaUTMY,CoordenadaUTMX,Long,Lat
2015S005807,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Dimarts,Dm,Laboral,2015,7,Juliol,28,12,Mati,No es causa del  vianant,0,2,0,2,-1,-1,-1,-1
2015S007685,10,Sant Marti,64,el Camp de l Arpa del Clot,134801,Freser,0208 0208,Dimarts,Dm,Laboral,2015,10,Octubre,13,19,Tarda,Desobeir el senyal del semafor,0,1,0,1,4585420.58,431779.16,2.182556214,41.415596102
2015S001364,10,Sant Marti,64,el Camp de l Arpa del Clot,161407,Industria,0336 0336,Dissabte,Ds,Laboral,2015,2,Febrer,21,21,Tarda,No es causa del  vianant,0,1,0,1,4585555.86,431913.65,2.184150107,41.416825939
2015S004325,10,Sant Marti,64,el Camp de l Arpa del Clot,226400,Las Navas de Tolosa,0343 0343,Divendres,Dv,Laboral,2015,6,Juny,5,9,Mati,No es causa del  vianant,0,1,0,2,4585565.44,431946.45,2.184541478,41.416915003
2015S005540,10,Sant Marti,64,el Camp de l Arpa del Clot,95506,Conca,0032 0034,Divendres,Dv,Laboral,2015,7,Juliol,17,20,Tarda,No es causa del  vianant,0,2,0,1,4585260.16,431530.84,2.179603317,41.414130119
2015S002024,10,Sant Marti,64,el Camp de l Arpa del Clot,194406,Maragall,0001 0003,Dimarts,Dm,Laboral,2015,3,Març,17,12,Mati,Desobeir el senyal del semafor,0,1,0,1,4585174.30,431648.74,2.181023624,41.413366847
2015S002980,10,Sant Marti,64,el Camp de l Arpa del Clot,194406,Maragall,0029 0031,Dilluns,Dl,Laboral,2015,4,Abril,20,18,Tarda,No es causa del  vianant,0,1,0,1,4585336.24,431615.03,2.180601994,41.414822520
2015S006560,10,Sant Marti,64,el Camp de l Arpa del Clot,161407,Industria,0288 0288,Dilluns,Dl,Laboral,2015,8,Agost,31,20,Tarda,No es causa del  vianant,0,2,0,2,4585306.47,431650.48,2.181029501,41.414557409
2015S005036,10,Sant Marti,64,el Camp de l Arpa del Clot,161407,Industria,0197 0197,Dimarts,Dm,Laboral,2015,6,Juny,30,13,Mati,No es causa del  vianant,0,3,0,2,4584960.20,431281.06,2.176648943,41.411407146
2015S002656,10,Sant Marti,64,el Camp de l Arpa del Clot,161407,Industria,0223 0225,Divendres,Dv,Laboral,2015,4,Abril,10,9,Mati,No es causa del  vianant,0,1,0,2,4585028.70,431347.82,2.177439875,41.412029812
2015S004786,10,Sant Marti,64,el Camp de l Arpa del Clot,90502,Corsega,0701 0701,Dissabte,Ds,Laboral,2015,6,Juny,20,18,Tarda,No es causa del  vianant,0,2,0,3,4585086.13,431597.88,2.180425097,41.412568399
2015S009038,10,Sant Marti,64,el Camp de l Arpa del Clot,18505,Arago,0555 0555,Dissabte,Ds,Laboral,2015,11,Novembre,28,13,Mati,No es causa del  vianant,0,2,0,1,4584488.01,431940.62,2.184592988,41.407210428
2015S000670,10,Sant Marti,64,el Camp de l Arpa del Clot,350308,Valencia,0595 0595,Dimarts,Dm,Laboral,2015,1,Gener,27,20,Tarda,No es causa del  vianant,0,1,0,1,4584722.76,432000.63,2.185284503,41.409329832
2015S008179,10,Sant Marti,64,el Camp de l Arpa del Clot,350308,Valencia,0603 0603,Divendres,Dv,Laboral,2015,10,Octubre,30,21,Tarda,No es causa del  vianant,0,1,0,2,4584754.37,432032.73,2.185664980,41.409617250
2015S002056,10,Sant Marti,64,el Camp de l Arpa del Clot,350308,Valencia,0615 0615,Dimecres,Dc,Laboral,2015,3,Març,18,12,Mati,No es causa del  vianant,0,3,0,3,4584790.88,432069.78,2.186104129,41.409949219
2015S000526,10,Sant Marti,64,el Camp de l Arpa del Clot,18505,Arago,0607 0607,Dijous,Dj,Laboral,2015,1,Gener,22,9,Mati,No es causa del  vianant,0,2,0,2,4584629.17,432098.83,2.186469829,41.408495201
2015S008544,10,Sant Marti,64,el Camp de l Arpa del Clot,105304,Dos de Maig,0210 0212,Dijous,Dj,Laboral,2015,11,Novembre,12,16,Tarda,No es causa del  vianant,0,1,0,2,4584379.58,431833.05,2.183318334,41.406224711
2015S008823,10,Sant Marti,65,el Clot,115603,Espronceda,0267 0269,Diumenge,Dg,Laboral,2015,11,Novembre,22,10,Mati,No es causa del  vianant,0,1,0,2,4585118.68,432760.33,2.194329184,41.412959719
2015S007965,10,Sant Marti,64,el Camp de l Arpa del Clot,350308,Valencia,0604 0604,Divendres,Dv,Laboral,2015,10,Octubre,23,9,Mati,No es causa del  vianant,0,1,0,2,4584711.94,432021.49,2.185535278,41.409234145
2015S006426,10,Sant Marti,65,el Clot,18505,Arago,0611 0617,Dimecres,Dc,Laboral,2015,8,Agost,26,7,Mati,No es causa del  vianant,0,1,0,2,4584721.08,432178.22,2.187409294,41.409329714
2015S003033,10,Sant Marti,65,el Clot,18505,Arago,0631 0631,Dimecres,Dc,Laboral,2015,4,Abril,22,15,Tarda,No es causa del  vianant,0,1,0,3,4584835.15,432296.00,2.188805589,41.410367044
2015S008965,10,Sant Marti,65,el Clot,18505,Arago,0644X0644X,Dijous,Dj,Laboral,2015,11,Novembre,26,18,Tarda,Desobeir el senyal del semafor,0,2,0,1,4585034.03,432556.18,2.191896132,41.412180185
2015S000924,10,Sant Marti,65,el Clot,191204,Mallorca,0656 0656,Divendres,Dv,Laboral,2015,2,Febrer,6,9,Mati,No es causa del  vianant,0,1,0,2,4585211.10,432341.84,2.189311942,41.413756976
2015S005691,10,Sant Marti,65,el Clot,151800,Guatemala,0001 0001,Dijous,Dj,Laboral,2015,7,Juliol,23,19,Tarda,No es causa del  vianant,0,2,0,1,4584635.84,432641.17,2.192957310,41.408600933
2015S006968,10,Sant Marti,65,el Clot,115603,Espronceda,0287 0291,Dimecres,Dc,Laboral,2015,9,Setembre,16,15,Tarda,No es causa del  vianant,0,1,0,2,4585214.20,432663.12,2.193155505,41.413811896
2015S004241,10,Sant Marti,65,el Clot,115603,Espronceda,0309 0311,Dimecres,Dc,Laboral,2015,6,Juny,3,9,Mati,No es causa del  vianant,0,1,0,2,4585268.94,432612.39,2.192542452,41.414300669
2015S006700,10,Sant Marti,65,el Clot,115603,Espronceda,0309 0311,Dissabte,Ds,Laboral,2015,9,Setembre,5,21,Tarda,No es causa del  vianant,0,2,0,2,4585268.94,432612.39,2.192542452,41.414300669
2015S007931,10,Sant Marti,65,el Clot,18505,Arago,0641B0641B,Dijous,Dj,Laboral,2015,10,Octubre,22,8,Mati,No es causa del  vianant,0,1,0,2,4584939.50,432399.70,2.190034563,41.411315627
2015S005233,10,Sant Marti,65,el Clot,18505,Arago,0659X0659X,Dimarts,Dm,Laboral,2015,7,Juliol,7,14,Tarda,No es causa del  vianant,0,1,0,2,4585056.86,432493.00,2.191137693,41.412380501
2015S008607,10,Sant Marti,65,el Clot,92701,Corunya,0008 0008,Dissabte,Ds,Laboral,2015,11,Novembre,14,21,Tarda,Desobeir el senyal del semafor,0,1,0,1,4584547.74,432060.80,2.186024009,41.407758570
2015S007599,10,Sant Marti,72,Sant Marti de Provençals,153205,Guipuscoa,0068X0068X,Divendres,Dv,Laboral,2015,10,Octubre,9,20,Tarda,No es causa del  vianant,0,1,0,3,4585509.23,433041.51,2.197650032,41.416500782
2015S006939,10,Sant Marti,72,Sant Marti de Provençals,30409,Bac de Roda,0175 0175,Dimarts,Dm,Laboral,2015,9,Setembre,15,17,Tarda,No es causa del  vianant,0,1,0,2,4585128.37,432937.09,2.196442905,41.413061772
2015S005055,10,Sant Marti,72,Sant Marti de Provençals,267907,Provençals,0250 0250,Dimecres,Dc,Laboral,2015,7,Juliol,1,9,Mati,No es causa del  vianant,0,1,0,3,4585507.93,432975.05,2.196854991,41.416483529
2015S005042,10,Sant Marti,65,el Clot,92701,Corunya,0001 0001,Dimarts,Dm,Laboral,2015,6,Juny,30,18,Tarda,No es causa del  vianant,0,1,0,2,4584468.45,432102.09,2.186526872,41.407047919
2015S007001,10,Sant Marti,72,Sant Marti de Provençals,158504,Huelva,0071 0073,Dijous,Dj,Laboral,2015,9,Setembre,17,20,Tarda,No es causa del  vianant,0,1,0,2,4585656.62,432954.35,2.196590827,41.417821010
2015S005422,10,Sant Marti,65,el Clot,105304,Dos de Maig,0208 0208,Dimarts,Dm,Laboral,2015,7,Juliol,14,9,Mati,No es causa del  vianant,0,1,0,2,4584351.74,431862.24,2.183670669,41.405976441
2015S000690,10,Sant Marti,65,el Clot,146902,Glories Catalanes,0017X0017X,Dimecres,Dc,Laboral,2015,1,Gener,28,16,Tarda,No es causa del  vianant,0,1,0,2,4584155.03,432069.63,2.186173747,41.404222293
2015S002521,10,Sant Marti,65,el Clot,146902,Glories Catalanes,0019 0019,Dissabte,Ds,Laboral,2015,4,Abril,4,10,Mati,No es causa del  vianant,0,2,0,2,4584181.50,432172.41,2.187400294,41.404469384
2015S005050,10,Sant Marti,72,Sant Marti de Provençals,30409,Bac de Roda,0192B0192B,Dimarts,Dm,Laboral,2015,6,Juny,30,21,Tarda,No es causa del  vianant,0,0,1,2,4585282.47,432826.86,2.195106967,41.414440495
2015S008116,10,Sant Marti,65,el Clot,161101,Independencia,0265B0265B,Dimecres,Dc,Laboral,2015,10,Octubre,28,23,Nit,No es causa del  vianant,0,1,0,2,4584429.58,431934.23,2.184523119,41.406683625
2015S000802,10,Sant Marti,65,el Clot,169409,Corts Catalanes,0823 0823,Dilluns,Dl,Laboral,2015,2,Febrer,2,8,Mati,No es causa del  vianant,0,1,0,2,4584197.87,432229.70,2.188083800,41.404621658
2015S002382,10,Sant Marti,65,el Clot,169409,Corts Catalanes,0823 0823,Dissabte,Ds,Laboral,2015,3,Març,28,21,Tarda,No es causa del  vianant,0,2,0,2,4584197.87,432229.70,2.188083800,41.404621658
2015S006574,10,Sant Marti,73,la Verneda i la Pau,153205,Guipuscoa,0131 0135,Dimarts,Dm,Laboral,2015,9,Setembre,1,12,Mati,Creuar per fora pas de vianants,0,0,1,1,4586092.51,433578.31,2.204008691,41.421798800
2015S004995,10,Sant Marti,73,la Verneda i la Pau,343200,Trajana,0042 0042,Dilluns,Dl,Laboral,2015,6,Juny,29,8,Mati,No es causa del  vianant,0,1,0,2,4586866.04,433467.60,2.202598784,41.428756596
2015S003587,10,Sant Marti,72,Sant Marti de Provençals,169409,Corts Catalanes,1095 1095,Dilluns,Dl,Laboral,2015,5,Maig,11,9,Mati,No es causa del  vianant,0,1,0,2,4585546.55,433572.37,2.203997612,41.416880997
2015S006301,10,Sant Marti,73,la Verneda i la Pau,318906,Santander,0024 0024,Dimecres,Dc,Laboral,2015,8,Agost,19,13,Mati,No es causa del  vianant,0,2,0,2,4586463.92,433283.65,2.200441829,41.425119554
2015S008825,10,Sant Marti,73,la Verneda i la Pau,153205,Guipuscoa,0138 0138,Diumenge,Dg,Laboral,2015,11,Novembre,22,17,Tarda,No es causa del  vianant,0,1,0,2,4586017.93,433561.94,2.203821008,41.421125724
2015S005251,10,Sant Marti,73,la Verneda i la Pau,318906,Santander,0026 0026,Dimarts,Dm,Laboral,2015,7,Juliol,7,20,Tarda,No es causa del  vianant,0,2,0,2,4586544.65,433319.33,2.200859885,41.425849629
2015S000198,10,Sant Marti,73,la Verneda i la Pau,318906,Santander,0026 0026,Divendres,Dv,Laboral,2015,1,Gener,9,18,Tarda,No es causa del  vianant,0,0,0,2,4586544.65,433319.33,2.200859885,41.425849629
2015S000755,10,Sant Marti,72,Sant Marti de Provençals,3406,Agricultura,0260 0260,Divendres,Dv,Laboral,2015,1,Gener,30,22,Nit,No es causa del  vianant,0,1,0,2,4585756.57,433302.68,2.200747611,41.418750236
2015S002721,10,Sant Marti,72,Sant Marti de Provençals,3406,Agricultura,0260 0260,Dilluns,Dl,Laboral,2015,4,Abril,13,7,Mati,No es causa del  vianant,0,1,0,2,4585756.57,433302.68,2.200747611,41.418750236
2015S009507,10,Sant Marti,72,Sant Marti de Provençals,342503,Treball,0224 0224,Dilluns,Dl,Laboral,2015,12,Desembre,14,15,Tarda,No es causa del  vianant,0,2,0,2,4585655.00,433214.66,2.199705647,41.417828109
2015S007376,10,Sant Marti,70,el Besos i el Maresme,701266,Litoral (Llobregat),570000,Divendres,Dv,Laboral,2015,10,Octubre,2,8,Mati,No es causa del  vianant,0,1,0,2,4584554.15,434931.96,2.220371897,41.408053986
2015S005052,10,Sant Marti,70,el Besos i el Maresme,701266,Litoral (Llobregat),580000,Dimecres,Dc,Laboral,2015,7,Juliol,1,9,Mati,No es causa del  vianant,0,2,0,3,4584474.96,434871.49,2.219656998,41.407335839
2015S000578,10,Sant Marti,70,el Besos i el Maresme,701278,Taulat,0280X0280X,Divendres,Dv,Laboral,2015,1,Gener,23,19,Tarda,No es causa del  vianant,0,0,0,2,4584886.94,434861.82,2.219496940,41.411045666
2015S000571,10,Sant Marti,73,la Verneda i la Pau,266405,Prim,0192 0194,Divendres,Dv,Laboral,2015,1,Gener,23,17,Tarda,No es causa del  vianant,0,1,0,2,4586135.96,433697.47,2.205429778,41.422199990
2015S003615,10,Sant Marti,73,la Verneda i la Pau,169409,Corts Catalanes,1157 1157,Dimarts,Dm,Laboral,2015,5,Maig,12,6,Mati,No es causa del  vianant,0,0,0,1,4585920.68,433955.50,2.208540877,41.420282286
2015S008225,10,Sant Marti,70,el Besos i el Maresme,182203,Lluis Borrassa,0017 0017,Dilluns,Dl,Laboral,2015,11,Novembre,2,1,Nit,No es causa del  vianant,0,0,0,4,4585401.72,434671.27,2.217161593,41.415666692
2015S001135,10,Sant Marti,70,el Besos i el Maresme,701414,C-31,20840000,Divendres,Dv,Laboral,2015,2,Febrer,13,16,Tarda,No es causa del  vianant,1,0,0,3,4585877.10,434007.45,2.209167248,41.419894044
2015S004614,10,Sant Marti,70,el Besos i el Maresme,701414,C-31,20850000,Dilluns,Dl,Laboral,2015,6,Juny,15,13,Mati,No es causa del  vianant,0,2,0,3,4585946.20,434078.33,2.210007828,41.420522231
2015S006714,10,Sant Marti,71,Provençals del Poblenou,94300,Cristobal de Moura,0021 0021,Dissabte,Ds,Laboral,2015,9,Setembre,5,21,Tarda,No es causa del  vianant,0,1,0,2,4584631.33,433479.56,2.202987829,41.408630174
2015S004448,10,Sant Marti,71,Provençals del Poblenou,242906,Pallars,0373 0373,Dimarts,Dm,Laboral,2015,6,Juny,9,16,Tarda,No es causa del  vianant,0,2,0,1,4584676.38,433893.73,2.207937811,41.409070117
2015S005193,10,Sant Marti,71,Provençals del Poblenou,249304,Pere IV,0416 0416,Dilluns,Dl,Laboral,2015,7,Juliol,6,12,Mati,No es causa del  vianant,0,1,0,2,4585020.79,433646.61,2.204943591,41.412151754
2015S005736,10,Sant Marti,70,el Besos i el Maresme,186703,Llull,0377 0377B,Divendres,Dv,Laboral,2015,7,Juliol,24,18,Tarda,No es causa del  vianant,0,2,0,2,4584886.01,434467.95,2.214784808,41.411005253
2015S007683,10,Sant Marti,70,el Besos i el Maresme,186703,Llull,0377 0377B,Dimarts,Dm,Laboral,2015,10,Octubre,13,16,Tarda,No es causa del  vianant,0,0,0,2,4584886.01,434467.95,2.214784808,41.411005253
2015S007426,10,Sant Marti,71,Provençals del Poblenou,701414,C-31,20780000,Dissabte,Ds,Laboral,2015,10,Octubre,3,22,Nit,No es causa del  vianant,0,3,0,2,4585460.09,433580.94,2.204109651,41.416102984
2015S002694,10,Sant Marti,71,Provençals del Poblenou,253902,Peru,0050 0050,Dissabte,Ds,Laboral,2015,4,Abril,11,13,Mati,No es causa del  vianant,0,1,0,2,4584463.20,432766.25,2.194472885,41.407056491
2015S005068,10,Sant Marti,71,Provençals del Poblenou,701414,C-31,20750000,Dimecres,Dc,Laboral,2015,7,Juliol,1,19,Tarda,No es causa del  vianant,0,2,0,1,4585249.15,433366.47,2.201566805,41.414185340
2015S002339,10,Sant Marti,71,Provençals del Poblenou,253902,Peru,0186 0186,Divendres,Dv,Laboral,2015,3,Març,27,13,Mati,No es causa del  vianant,0,1,0,2,4585066.43,433383.18,2.201786862,41.412541017
2015S007584,10,Sant Marti,71,Provençals del Poblenou,115603,Espronceda,0151X0151X,Divendres,Dv,Laboral,2015,10,Octubre,9,11,Mati,No es causa del  vianant,0,1,0,1,4584494.10,433383.68,2.201855889,41.407386234
2015S005476,10,Sant Marti,71,Provençals del Poblenou,701414,C-31,20710000,Dijous,Dj,Laboral,2015,7,Juliol,16,12,Mati,No es causa del  vianant,0,1,0,2,4584971.32,433081.94,2.198193306,41.411659347
2015S009266,10,Sant Marti,68,el Poblenou,55501,Calvell,0005 0005,Dissabte,Ds,Laboral,2015,12,Desembre,5,23,Nit,No es causa del  vianant,0,0,0,1,4583314.30,433668.11,2.205387944,41.396783600
2015S005371,10,Sant Marti,71,Provençals del Poblenou,701414,C-31,20830000,Diumenge,Dg,Laboral,2015,7,Juliol,12,1,Nit,Altres,0,2,0,2,4585808.01,433936.57,2.208326682,41.419265941
2015S005634,10,Sant Marti,68,el Poblenou,332000,Taulat,0005X0005X,Dimarts,Dm,Laboral,2015,7,Juliol,21,19,Tarda,No es causa del  vianant,0,1,0,3,4583165.77,433285.69,2.200830088,41.395414172
2015S000586,10,Sant Marti,68,el Poblenou,42306,Bilbao,0089 0089,Dissabte,Ds,Laboral,2015,1,Gener,24,13,Mati,No es causa del  vianant,0,4,0,2,4584134.06,433345.46,2.201438330,41.404140277
2015S005463,10,Sant Marti,68,el Poblenou,701265,Litoral (Besos),760000,Dimecres,Dc,Laboral,2015,7,Juliol,15,19,Tarda,No es causa del  vianant,0,1,0,2,4583102.38,433705.19,2.205854683,41.394877946
2015S007960,10,Sant Marti,68,el Poblenou,183603,Llacuna,0036 0036,Divendres,Dv,Laboral,2015,10,Octubre,23,6,Mati,No es causa del  vianant,0,0,0,1,4583687.76,433255.68,2.200413563,41.400113114
2015S005277,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,322608,Selva de Mar,0023X0023X,Dimecres,Dc,Laboral,2015,7,Juliol,8,16,Tarda,No es causa del  vianant,0,1,0,2,4584509.05,434100.27,2.210426994,41.407579986
2015S000979,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,322608,Selva de Mar,0001X0001X,Diumenge,Dg,Laboral,2015,2,Febrer,8,19,Tarda,No es causa del  vianant,0,1,0,2,4584169.95,434429.56,2.214403145,41.404552736
2015S005682,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,700892,Garcia Faria,0024S0024S,Dijous,Dj,Laboral,2015,7,Juliol,23,15,Tarda,No es causa del  vianant,0,1,0,2,4584169.08,434539.69,2.215720695,41.404553880
2015S005367,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,30409,Bac de Roda,0005 0005,Dissabte,Ds,Laboral,2015,7,Juliol,11,20,Tarda,No es causa del  vianant,0,4,0,3,4583921.74,434110.00,2.210607371,41.402291023
2015S003168,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701265,Litoral (Besos),590000,Diumenge,Dg,Laboral,2015,4,Abril,26,22,Nit,No es causa del  vianant,0,1,0,2,4584391.21,434814.70,2.218986631,41.406576915
2015S005780,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701265,Litoral (Besos),590000,Dilluns,Dl,Laboral,2015,7,Juliol,27,14,Tarda,No es causa del  vianant,0,0,0,2,4584391.21,434814.70,2.218986631,41.406576915
2015S001718,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701278,Taulat,0262X0262X,Dijous,Dj,Laboral,2015,3,Març,5,17,Tarda,No es causa del  vianant,0,0,0,1,4584607.14,434640.54,2.216879801,41.408507597
2015S008089,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701278,Taulat,0279 0279,Dimarts,Dm,Laboral,2015,10,Octubre,27,23,Nit,No es causa del  vianant,0,2,0,2,4584348.97,434413.08,2.214186588,41.406163782
2015S000133,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,29206,avila,0131 0131,Dijous,Dj,Laboral,2015,1,Gener,8,9,Mati,No es causa del  vianant,0,1,0,2,4583682.24,432485.84,2.191205461,41.399999086
2015S008168,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,700654,Litoral,0073 0073,Divendres,Dv,Laboral,2015,10,Octubre,30,16,Tarda,No es causa del  vianant,0,1,0,3,4583651.99,434085.88,2.210348228,41.399859470
2015S004738,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,700654,Litoral,0086 0086,Divendres,Dv,Laboral,2015,6,Juny,19,12,Mati,No es causa del  vianant,0,4,0,3,4583678.38,434130.53,2.210879452,41.400100819
2015S003521,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,700892,Garcia Faria,0001 0001,Divendres,Dv,Laboral,2015,5,Maig,8,16,Tarda,No es causa del  vianant,0,1,0,2,4583644.72,433927.30,2.208452111,41.399780967
2015S002507,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,11200,Almogavers,0159 0161,Divendres,Dv,Laboral,2015,4,Abril,3,14,Tarda,No es causa del  vianant,0,1,0,2,4583606.66,432626.38,2.192894993,41.399330153
2015S003399,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,700892,Garcia Faria,0037X0037X,Dimarts,Dm,Laboral,2015,5,Maig,5,11,Mati,No es causa del  vianant,0,2,0,1,4583918.06,434226.64,2.212003055,41.402267435
2015S000567,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701265,Litoral (Besos),660000,Divendres,Dv,Laboral,2015,1,Gener,23,15,Tarda,No es causa del  vianant,0,1,0,3,4583894.96,434313.70,2.213047001,41.402066500
2015S006578,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701265,Litoral (Besos),670000,Dimarts,Dm,Laboral,2015,9,Setembre,1,14,Tarda,No es causa del  vianant,0,0,0,2,4583823.22,434241.83,2.212195071,41.401414476
2015S002933,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701265,Litoral (Besos),700000,Diumenge,Dg,Laboral,2015,4,Abril,19,17,Tarda,No es causa del  vianant,0,1,0,2,4583605.76,434034.68,2.209740821,41.399438885
2015S004282,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701265,Litoral (Besos),0024S0000,Dijous,Dj,Laboral,2015,6,Juny,4,4,Nit,No es causa del  vianant,0,2,0,2,4584101.32,434522.90,2.215527175,41.403942213
2015S001522,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701266,Litoral (Llobregat),640000,Divendres,Dv,Laboral,2015,2,Febrer,27,9,Mati,No es causa del  vianant,0,1,0,3,4584049.57,434443.92,2.214587975,41.403469672
2015S010006,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701266,Litoral (Llobregat),650000,Dijous,Dj,Laboral,2015,12,Desembre,31,18,Tarda,No es causa del  vianant,0,1,0,4,4583978.79,434371.96,2.213734830,41.402826298
2015S004333,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701266,Litoral (Llobregat),670000,Divendres,Dv,Laboral,2015,6,Juny,5,13,Mati,No es causa del  vianant,0,1,0,2,4583837.28,434227.97,2.212027747,41.401539977
2015S006549,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,701266,Litoral (Llobregat),700000,Dilluns,Dl,Laboral,2015,8,Agost,31,17,Tarda,No es causa del  vianant,0,0,0,1,4583616.44,434020.31,2.209567766,41.399533898
2015S008988,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,143609,Josep Pla,0002 0020,Divendres,Dv,Laboral,2015,11,Novembre,27,8,Mati,No es causa del  vianant,0,0,0,2,4584476.07,434736.15,2.218037771,41.407334853
2015S000684,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,146902,Glories Catalanes,0038X0038X,Dimecres,Dc,Laboral,2015,1,Gener,28,14,Tarda,No es causa del  vianant,0,1,0,2,4584005.27,432226.20,2.188063508,41.402886670
2015S008815,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,701414,C-31,20630000,Diumenge,Dg,Laboral,2015,11,Novembre,22,5,Nit,No es causa del  vianant,0,1,0,2,4584412.61,432505.80,2.191362734,41.406579002
2015S004998,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,171400,Joan d austria,0095 0097,Dilluns,Dl,Laboral,2015,6,Juny,29,12,Mati,No es causa del  vianant,0,1,0,2,4583145.42,432260.62,2.188571511,41.395145142
2015S000103,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,171400,Joan d austria,0101 0101,Dimarts,Dm,Laboral,2015,1,Gener,6,19,Tarda,No es causa del  vianant,0,2,0,2,4583172.51,432234.70,2.188258451,41.395386950
2015S000426,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,197302,Marina,0104 0106,Dilluns,Dl,Laboral,2015,1,Gener,19,8,Mati,No es causa del  vianant,0,1,0,2,4583062.05,432199.01,2.187843938,41.394389057
2015S003338,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,197302,Marina,0110 0110,Dissabte,Ds,Laboral,2015,5,Maig,2,6,Mati,No es causa del  vianant,0,1,0,2,4583094.48,432167.64,2.187465093,41.394678498
2015S003765,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0021 0021,Divendres,Dv,Laboral,2015,5,Maig,15,17,Tarda,No es causa del  vianant,0,1,0,2,4583001.40,432090.28,2.186550246,41.393833619
2015S009860,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0024 0024,Dissabte,Ds,Laboral,2015,12,Desembre,26,5,Nit,No es causa del  vianant,0,1,0,2,4583008.63,432142.40,2.187172827,41.393903140
2015S005509,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,225500,Napols,0036 0036,Divendres,Dv,Laboral,2015,7,Juliol,17,12,Mati,No es causa del  vianant,0,0,0,2,4582802.10,431876.61,2.184017039,41.392020498
2015S005700,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,11200,Almogavers,0118 0118,Divendres,Dv,Laboral,2015,7,Juliol,24,5,Nit,No es causa del  vianant,0,1,0,1,4583401.77,432443.97,2.190735933,41.397469450
2015S007906,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,11200,Almogavers,0131 0135,Dimecres,Dc,Laboral,2015,10,Octubre,21,12,Mati,No es causa del  vianant,0,2,0,2,4583454.60,432466.87,2.191003952,41.397947201
2015S002902,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,368008,Wellington,0005 0005,Dissabte,Ds,Laboral,2015,4,Abril,18,12,Mati,Desobeir el senyal del semafor,0,3,0,1,4582769.63,432065.90,2.186284658,41.391744070
2015S006780,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,186703,Llull,0095 0097,Dimecres,Dc,Laboral,2015,9,Setembre,9,8,Mati,No es causa del  vianant,0,1,0,2,4583274.22,432857.44,2.195695754,41.396355291
2015S003491,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0054 0054,Divendres,Dv,Laboral,2015,5,Maig,8,7,Mati,No es causa del  vianant,0,1,0,2,4583480.64,432155.34,2.187274683,41.398155496
2015S007260,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,-1,Desconegut,Desconegut,Dilluns,Dl,Laboral,2015,9,Setembre,28,17,Tarda,No es causa del  vianant,0,1,0,2,-1,-1,-1,-1
